Timestamp(s),Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),MQ7_Raw,Voltage(V),CO(ppm)
1141,49.04,-5.58,1000.61,105.75,240,0.19,0.17
1143,49.13,-5.58,1000.65,105.46,240,0.19,0.17
1145,48.84,-5.52,1000.60,105.87,239,0.19,0.17
1147,48.78,-5.50,1000.59,105.92,238,0.19,0.17
1150,48.73,-5.49,1000.58,106.00,240,0.19,0.17
1152,48.75,-5.50,1000.55,106.28,239,0.19,0.17
1154,48.84,-5.48,1000.56,106.15,240,0.19,0.17
1156,48.76,-5.48,1000.57,106.12,245,0.20,0.18
1158,48.69,-5.47,1000.55,106.31,240,0.19,0.17
1160,48.78,-5.47,1000.58,106.03,240,0.19,0.17
1162,48.79,-5.45,1000.55,106.30,240,0.19,0.17
1164,48.72,-5.48,1000.56,106.17,240,0.19,0.17
1166,48.71,-5.49,1000.56,106.23,238,0.19,0.17
1168,48.58,-5.49,1000.54,106.38,240,0.19,0.17
1170,48.45,-5.46,1000.55,106.32,240,0.19,0.17
1172,48.47,-5.44,1000.57,106.09,235,0.19,0.17
1174,48.42,-5.42,1000.54,106.39,224,0.18,0.16
1176,48.45,-5.42,1000.57,106.13,237,0.19,0.17
1178,48.36,-5.40,1000.55,106.24,240,0.19,0.17
1180,48.20,-5.38,1000.53,106.48,237,0.19,0.17
1182,48.17,-5.40,1000.54,106.34,238,0.19,0.17
1184,48.16,-5.38,1000.55,106.30,240,0.19,0.17
1186,48.22,-5.38,1000.51,106.59,240,0.19,0.17
1188,48.16,-5.36,1000.54,106.40,236,0.19,0.17
1190,48.25,-5.38,1000.54,106.36,240,0.19,0.17
1192,48.15,-5.37,1000.54,106.36,237,0.19,0.17
1194,48.23,-5.37,1000.53,106.48,235,0.19,0.17
1196,48.25,-5.38,1000.53,106.40,240,0.19,0.17
1198,48.16,-5.37,1000.52,106.56,238,0.19,0.17
1200,48.21,-5.37,1000.52,106.54,240,0.19,0.17
1203,48.19,-5.38,1000.53,106.46,237,0.19,0.17
1205,48.04,-5.35,1000.54,106.29,238,0.19,0.17
1207,48.00,-5.29,1000.53,106.42,231,0.19,0.17
1209,48.02,-5.29,1000.51,106.61,240,0.19,0.17
1211,47.86,-5.29,1000.52,106.52,241,0.19,0.18
1213,47.68,-5.26,1000.49,106.76,234,0.19,0.17
1215,47.64,-5.22,1000.47,106.99,240,0.19,0.17
1217,47.68,-5.20,1000.46,107.06,241,0.19,0.18
1219,47.69,-5.19,1000.47,106.95,238,0.19,0.17
1221,47.68,-5.21,1000.47,106.93,242,0.20,0.18
1223,47.83,-5.27,1000.48,106.85,240,0.19,0.17
1225,47.82,-5.25,1000.47,106.94,237,0.19,0.17
1227,47.93,-5.27,1000.50,106.70,240,0.19,0.17
1229,47.96,-5.27,1000.50,106.67,235,0.19,0.17
1231,48.09,-5.30,1000.51,106.59,242,0.20,0.18
1233,48.06,-5.32,1000.50,106.71,242,0.20,0.18
1235,48.12,-5.30,1000.49,106.78,243,0.20,0.18
1237,48.17,-5.32,1000.51,106.63,240,0.19,0.17
1239,48.24,-5.33,1000.52,106.57,237,0.19,0.17
1241,48.20,-5.35,1000.57,106.11,242,0.20,0.18
1243,48.26,-5.37,1000.49,106.74,240,0.19,0.17
1245,48.24,-5.38,1000.53,106.46,240,0.19,0.17
1247,48.21,-5.38,1000.50,106.71,241,0.19,0.18
1249,48.15,-5.37,1000.47,106.94,243,0.20,0.18
1251,48.21,-5.36,1000.49,106.77,240,0.19,0.17
1254,48.05,-5.37,1000.50,106.74,247,0.20,0.18
1256,47.99,-5.34,1000.47,106.98,249,0.20,0.18
1258,48.17,-5.36,1000.46,107.00,261,0.21,0.20
1260,48.21,-5.37,1000.50,106.73,243,0.20,0.18
1262,48.16,-5.36,1000.52,106.49,240,0.19,0.17
1264,48.15,-5.36,1000.54,106.37,240,0.19,0.17
1266,48.06,-5.37,1000.50,106.67,242,0.20,0.18
1268,47.94,-5.35,1000.50,106.72,240,0.19,0.17
1270,47.96,-5.30,1000.51,106.62,254,0.20,0.19
1272,47.84,-5.28,1000.51,106.59,240,0.19,0.17
1274,47.80,-5.28,1000.48,106.88,241,0.19,0.18
1276,47.68,-5.30,1000.49,106.82,242,0.20,0.18
1278,47.76,-5.29,1000.46,107.06,240,0.19,0.17
1280,47.90,-5.31,1000.52,106.53,235,0.19,0.17
1282,47.80,-5.28,1000.46,107.05,241,0.19,0.18
1284,47.81,-5.30,1000.48,106.85,241,0.19,0.18
1286,47.86,-5.33,1000.48,106.86,235,0.19,0.17
1288,47.68,-5.31,1000.45,107.14,240,0.19,0.17
1290,47.73,-5.30,1000.44,107.23,229,0.18,0.16
1292,47.78,-5.29,1000.46,107.02,234,0.19,0.17
1294,47.82,-5.29,1000.47,106.92,237,0.19,0.17
1296,47.71,-5.32,1000.47,106.97,238,0.19,0.17
1298,47.82,-5.30,1000.49,106.80,234,0.19,0.17
1300,47.88,-5.28,1000.50,106.71,234,0.19,0.17
1302,47.93,-5.26,1000.50,106.70,235,0.19,0.17
1304,47.84,-5.32,1000.49,106.78,235,0.19,0.17
1307,47.93,-5.35,1000.48,106.86,236,0.19,0.17
1309,47.95,-5.32,1000.49,106.78,237,0.19,0.17
1311,47.94,-5.32,1000.51,106.65,237,0.19,0.17
1313,47.93,-5.30,1000.52,106.54,239,0.19,0.17
1315,47.80,-5.28,1000.48,106.86,234,0.19,0.17
1317,47.75,-5.30,1000.48,106.87,235,0.19,0.17
1319,47.74,-5.28,1000.50,106.70,238,0.19,0.17
1321,47.78,-5.28,1000.49,106.78,237,0.19,0.17
1323,47.74,-5.28,1000.50,106.68,234,0.19,0.17
1325,47.84,-5.28,1000.48,106.88,238,0.19,0.17
1327,47.83,-5.29,1000.49,106.74,238,0.19,0.17
1329,47.86,-5.29,1000.50,106.74,235,0.19,0.17
1331,47.95,-5.30,1000.51,106.59,235,0.19,0.17
1333,47.94,-5.30,1000.50,106.72,233,0.19,0.17
1335,47.86,-5.33,1000.49,106.77,225,0.18,0.16
1337,47.91,-5.30,1000.52,106.51,230,0.19,0.17
1339,47.97,-5.33,1000.52,106.57,231,0.19,0.17
1341,47.97,-5.35,1000.50,106.70,228,0.18,0.16
1343,47.96,-5.33,1000.51,106.60,229,0.18,0.16
1345,48.00,-5.36,1000.55,106.30,229,0.18,0.16
1347,48.14,-5.34,1000.55,106.29,227,0.18,0.16
1349,48.19,-5.37,1000.52,106.49,235,0.19,0.17
1351,48.20,-5.41,1000.53,106.48,225,0.18,0.16
1353,48.20,-5.43,1000.51,106.58,227,0.18,0.16
1355,48.13,-5.46,1000.52,106.49,229,0.18,0.16
1358,48.23,-5.45,1000.55,106.28,226,0.18,0.16
1360,48.31,-5.50,1000.55,106.27,226,0.18,0.16
1362,48.33,-5.49,1000.58,105.99,224,0.18,0.16
1364,48.22,-5.47,1000.55,106.30,231,0.19,0.17
1366,48.36,-5.41,1000.55,106.31,232,0.19,0.17
1368,48.31,-5.41,1000.57,106.12,227,0.18,0.16
1370,48.20,-5.41,1000.57,106.11,230,0.19,0.17
1372,48.17,-5.42,1000.60,105.87,235,0.19,0.17
1374,48.17,-5.42,1000.58,106.01,237,0.19,0.17
1376,48.17,-5.46,1000.58,106.05,231,0.19,0.17
1378,48.16,-5.46,1000.55,106.30,231,0.19,0.17
1380,47.99,-5.45,1000.56,106.20,229,0.18,0.16
1382,47.96,-5.42,1000.57,106.13,230,0.19,0.17
1384,47.84,-5.36,1000.56,106.22,229,0.18,0.16
1386,47.88,-5.35,1000.56,106.18,238,0.19,0.17
1388,47.80,-5.32,1000.53,106.46,235,0.19,0.17
1390,47.78,-5.28,1000.57,106.15,236,0.19,0.17
1392,47.76,-5.27,1000.53,106.47,240,0.19,0.17
1394,47.83,-5.30,1000.54,106.34,227,0.18,0.16
1396,47.89,-5.31,1000.57,106.11,227,0.18,0.16
1398,48.04,-5.35,1000.59,105.92,227,0.18,0.16
1400,48.03,-5.42,1000.61,105.76,229,0.18,0.16
1402,47.97,-5.44,1000.59,105.97,229,0.18,0.16
1404,47.95,-5.42,1000.57,106.14,233,0.19,0.17
1406,48.08,-5.43,1000.59,105.91,229,0.18,0.16
1408,48.05,-5.43,1000.61,105.74,240,0.19,0.17
1411,48.13,-5.39,1000.60,105.82,229,0.18,0.16
1413,48.07,-5.40,1000.58,106.07,231,0.19,0.17
1415,48.07,-5.41,1000.57,106.08,234,0.19,0.17
1417,48.14,-5.42,1000.55,106.25,231,0.19,0.17
1419,48.15,-5.41,1000.59,105.98,228,0.18,0.16
1421,48.23,-5.42,1000.61,105.80,231,0.19,0.17
1423,48.22,-5.41,1000.61,105.79,225,0.18,0.16
1425,48.32,-5.44,1000.58,106.02,226,0.18,0.16
1427,48.22,-5.46,1000.58,106.04,235,0.19,0.17
1429,48.25,-5.47,1000.59,105.93,231,0.19,0.17
1431,48.38,-5.47,1000.63,105.61,229,0.18,0.16
1433,48.18,-5.49,1000.62,105.70,233,0.19,0.17
1435,48.31,-5.49,1000.62,105.68,230,0.19,0.17
1437,48.33,-5.49,1000.61,105.76,229,0.18,0.16
1439,48.33,-5.50,1000.59,105.94,226,0.18,0.16
1441,48.21,-5.50,1000.65,105.47,235,0.19,0.17
1443,48.30,-5.49,1000.62,105.69,229,0.18,0.16
1445,48.26,-5.49,1000.61,105.81,230,0.19,0.17
1447,48.24,-5.48,1000.57,106.09,225,0.18,0.16
1449,48.23,-5.45,1000.61,105.81,235,0.19,0.17
1451,48.20,-5.42,1000.63,105.64,235,0.19,0.17
1453,48.04,-5.40,1000.60,105.82,231,0.19,0.17
1455,47.86,-5.39,1000.60,105.82,229,0.18,0.16
1457,47.90,-5.37,1000.59,105.93,230,0.19,0.17
1459,47.89,-5.36,1000.57,106.14,231,0.19,0.17
1462,47.93,-5.35,1000.57,106.08,230,0.19,0.17
1464,47.83,-5.35,1000.56,106.21,234,0.19,0.17
1466,47.94,-5.38,1000.59,105.93,231,0.19,0.17
1468,48.05,-5.39,1000.59,105.91,231,0.19,0.17
1470,48.05,-5.40,1000.64,105.53,236,0.19,0.17
1472,48.13,-5.41,1000.59,105.93,228,0.18,0.16
1474,48.17,-5.46,1000.61,105.73,240,0.19,0.17
1476,48.08,-5.45,1000.63,105.62,231,0.19,0.17
1478,48.19,-5.43,1000.60,105.84,241,0.19,0.18
1480,48.30,-5.43,1000.59,105.95,233,0.19,0.17
1482,48.21,-5.43,1000.60,105.86,230,0.19,0.17
1484,48.25,-5.42,1000.59,105.90,233,0.19,0.17
1486,48.23,-5.41,1000.60,105.86,225,0.18,0.16
1488,48.28,-5.40,1000.61,105.81,234,0.19,0.17
1490,48.35,-5.45,1000.60,105.88,227,0.18,0.16
1492,48.42,-5.44,1000.65,105.47,227,0.18,0.16
1494,48.47,-5.48,1000.61,105.81,229,0.18,0.16
1496,48.50,-5.51,1000.62,105.73,234,0.19,0.17
1498,48.51,-5.49,1000.61,105.79,234,0.19,0.17
1500,48.66,-5.47,1000.59,105.96,236,0.19,0.17
1502,48.73,-5.54,1000.58,106.03,231,0.19,0.17
1504,48.81,-5.55,1000.60,105.85,228,0.18,0.16
1506,48.83,-5.55,1000.63,105.59,236,0.19,0.17
1508,48.79,-5.57,1000.63,105.64,235,0.19,0.17
1510,48.86,-5.56,1000.60,105.89,237,0.19,0.17
1513,48.93,-5.59,1000.62,105.67,230,0.19,0.17
1515,48.84,-5.54,1000.65,105.43,236,0.19,0.17
1517,48.81,-5.56,1000.65,105.46,236,0.19,0.17
1519,48.79,-5.55,1000.66,105.35,239,0.19,0.17
1521,48.65,-5.54,1000.62,105.80,231,0.19,0.17
1523,48.56,-5.54,1000.67,105.29,245,0.20,0.18
1525,48.59,-5.53,1000.66,105.39,230,0.19,0.17
1527,48.64,-5.52,1000.61,105.76,236,0.19,0.17
1529,48.55,-5.54,1000.65,105.42,231,0.19,0.17
1531,48.40,-5.52,1000.69,105.10,229,0.18,0.16
1533,48.43,-5.53,1000.62,105.66,238,0.19,0.17
1535,48.42,-5.52,1000.62,105.69,235,0.19,0.17
1537,48.41,-5.49,1000.66,105.35,239,0.19,0.17
1539,48.42,-5.51,1000.64,105.51,232,0.19,0.17
1541,48.41,-5.49,1000.65,105.46,240,0.19,0.17
1543,48.53,-5.50,1000.62,105.66,239,0.19,0.17
1545,48.63,-5.51,1000.62,105.71,225,0.18,0.16
1547,48.59,-5.51,1000.61,105.74,235,0.19,0.17
1549,48.56,-5.50,1000.61,105.74,229,0.18,0.16
1551,48.58,-5.52,1000.66,105.39,230,0.19,0.17
1553,48.69,-5.54,1000.63,105.56,230,0.19,0.17
1555,48.69,-5.48,1000.59,105.98,233,0.19,0.17
1557,48.71,-5.53,1000.66,105.38,236,0.19,0.17
1559,48.69,-5.53,1000.67,105.28,235,0.19,0.17
1561,48.76,-5.54,1000.65,105.43,234,0.19,0.17
1564,48.76,-5.54,1000.66,105.35,233,0.19,0.17
1566,48.76,-5.55,1000.68,105.21,222,0.18,0.16
1568,48.86,-5.56,1000.68,105.17,225,0.18,0.16
1570,48.89,-5.54,1000.66,105.37,234,0.19,0.17
1572,48.85,-5.57,1000.68,105.21,229,0.18,0.16
1574,48.92,-5.57,1000.68,105.18,234,0.19,0.17
1576,49.00,-5.59,1000.65,105.40,228,0.18,0.16
1578,48.91,-5.57,1000.66,105.35,228,0.18,0.16
1580,48.62,-5.53,1000.62,105.68,235,0.19,0.17
1582,48.54,-5.52,1000.63,105.62,233,0.19,0.17
1584,48.41,-5.51,1000.64,105.53,231,0.19,0.17
1586,48.25,-5.48,1000.65,105.45,231,0.19,0.17
1588,48.33,-5.46,1000.65,105.41,236,0.19,0.17
1590,48.32,-5.47,1000.67,105.31,231,0.19,0.17
1592,48.35,-5.49,1000.66,105.32,231,0.19,0.17
1594,48.36,-5.48,1000.64,105.54,231,0.19,0.17
1596,48.45,-5.47,1000.64,105.56,237,0.19,0.17
1598,48.49,-5.48,1000.67,105.24,228,0.18,0.16
1600,48.48,-5.47,1000.67,105.28,235,0.19,0.17
1602,48.58,-5.49,1000.69,105.12,234,0.19,0.17
1604,48.53,-5.49,1000.66,105.31,239,0.19,0.17
1606,48.60,-5.52,1000.67,105.26,230,0.19,0.17
1608,48.75,-5.53,1000.67,105.23,229,0.18,0.16
1610,48.76,-5.55,1000.62,105.68,240,0.19,0.17
1612,48.82,-5.53,1000.64,105.50,230,0.19,0.17
1614,48.84,-5.54,1000.65,105.44,240,0.19,0.17
1617,48.84,-5.54,1000.64,105.56,234,0.19,0.17
1619,48.82,-5.56,1000.66,105.39,239,0.19,0.17
1621,48.78,-5.55,1000.66,105.32,231,0.19,0.17
1623,48.80,-5.55,1000.67,105.24,233,0.19,0.17
1625,48.85,-5.54,1000.66,105.33,225,0.18,0.16
1627,48.80,-5.52,1000.66,105.36,232,0.19,0.17
1629,48.67,-5.50,1000.65,105.41,235,0.19,0.17
1631,48.67,-5.50,1000.64,105.45,235,0.19,0.17
1633,48.60,-5.50,1000.68,105.22,226,0.18,0.16
1635,48.60,-5.53,1000.68,105.21,235,0.19,0.17
1637,48.58,-5.55,1000.67,105.30,231,0.19,0.17
1639,48.65,-5.56,1000.65,105.45,240,0.19,0.17
1641,48.63,-5.56,1000.68,105.17,229,0.18,0.16
1643,48.61,-5.51,1000.69,105.08,233,0.19,0.17
1645,48.54,-5.49,1000.67,105.25,236,0.19,0.17
1647,48.50,-5.48,1000.69,105.08,230,0.19,0.17
1649,48.53,-5.48,1000.66,105.34,233,0.19,0.17
1651,48.45,-5.49,1000.62,105.68,236,0.19,0.17
1653,48.49,-5.48,1000.65,105.41,233,0.19,0.17
1655,48.60,-5.50,1000.66,105.36,231,0.19,0.17
1657,48.56,-5.49,1000.66,105.37,237,0.19,0.17
1659,48.58,-5.50,1000.66,105.32,231,0.19,0.17
1661,48.65,-5.51,1000.63,105.57,231,0.19,0.17
1663,48.62,-5.51,1000.67,105.29,233,0.19,0.17
1665,48.67,-5.50,1000.66,105.33,231,0.19,0.17
1667,48.67,-5.50,1000.64,105.63,239,0.19,0.17
1670,48.79,-5.52,1000.65,105.42,235,0.19,0.17
1672,48.83,-5.56,1000.66,105.39,233,0.19,0.17
1674,48.83,-5.57,1000.64,105.50,233,0.19,0.17
1676,48.84,-5.54,1000.63,105.60,235,0.19,0.17
1678,48.93,-5.55,1000.67,105.30,235,0.19,0.17
1680,48.91,-5.59,1000.68,105.22,235,0.19,0.17
1682,48.95,-5.59,1000.67,105.23,233,0.19,0.17
1684,48.98,-5.59,1000.69,105.12,233,0.19,0.17
1686,48.90,-5.57,1000.71,104.92,230,0.19,0.17
1688,48.60,-5.53,1000.70,105.04,234,0.19,0.17
1690,48.52,-5.50,1000.70,105.02,232,0.19,0.17
1692,48.44,-5.48,1000.68,105.14,235,0.19,0.17
1694,48.45,-5.47,1000.71,104.96,231,0.19,0.17
1696,48.49,-5.49,1000.68,105.18,234,0.19,0.17
1698,48.45,-5.47,1000.71,104.94,231,0.19,0.17
1700,48.46,-5.46,1000.73,104.80,230,0.19,0.17
1702,48.41,-5.48,1000.72,104.89,234,0.19,0.17
1704,48.55,-5.49,1000.70,105.01,237,0.19,0.17
1706,48.56,-5.51,1000.70,105.01,237,0.19,0.17
1708,48.52,-5.53,1000.69,105.09,235,0.19,0.17
1710,48.53,-5.50,1000.71,104.94,229,0.18,0.16
1712,48.64,-5.53,1000.73,104.79,231,0.19,0.17
1714,48.73,-5.54,1000.72,104.88,233,0.19,0.17
1716,48.64,-5.52,1000.70,104.97,237,0.19,0.17
1718,48.71,-5.52,1000.73,104.77,235,0.19,0.17
1721,48.63,-5.56,1000.74,104.72,231,0.19,0.17
1723,48.67,-5.57,1000.74,104.71,227,0.18,0.16
1725,48.82,-5.56,1000.70,104.92,227,0.18,0.16
1727,48.88,-5.54,1000.72,104.81,231,0.19,0.17
1729,48.87,-5.56,1000.71,104.93,233,0.19,0.17
1731,48.79,-5.55,1000.71,104.92,235,0.19,0.17
1733,48.79,-5.55,1000.72,104.86,233,0.19,0.17
1735,48.75,-5.56,1000.70,104.98,236,0.19,0.17
1737,48.84,-5.56,1000.74,104.70,234,0.19,0.17
1739,49.02,-5.57,1000.76,104.53,235,0.19,0.17
1741,49.09,-5.59,1000.76,104.48,229,0.18,0.16
1743,49.08,-5.61,1000.76,104.50,233,0.19,0.17
1745,49.02,-5.58,1000.78,104.31,231,0.19,0.17
1747,48.97,-5.58,1000.76,104.52,229,0.18,0.16
1749,48.91,-5.57,1000.75,104.58,238,0.19,0.17
1751,48.64,-5.56,1000.74,104.66,236,0.19,0.17
1753,48.69,-5.54,1000.77,104.41,231,0.19,0.17
1755,48.57,-5.52,1000.75,104.59,239,0.19,0.17
1757,48.60,-5.52,1000.72,104.81,237,0.19,0.17
1759,48.58,-5.50,1000.68,105.16,237,0.19,0.17
1761,48.56,-5.51,1000.74,104.66,237,0.19,0.17
1763,48.60,-5.51,1000.79,104.29,235,0.19,0.17
1765,48.73,-5.54,1000.74,104.66,238,0.19,0.17
1767,48.74,-5.55,1000.72,104.82,240,0.19,0.17
1770,48.70,-5.54,1000.74,104.64,231,0.19,0.17
1772,48.82,-5.56,1000.71,104.92,237,0.19,0.17
1774,48.83,-5.57,1000.73,104.75,240,0.19,0.17
1776,48.86,-5.59,1000.75,104.63,256,0.21,0.19
1778,48.94,-5.58,1000.75,104.59,242,0.20,0.18
1780,48.91,-5.58,1000.75,104.60,237,0.19,0.17
1782,49.01,-5.59,1000.74,104.69,238,0.19,0.17
1784,48.99,-5.60,1000.75,104.59,236,0.19,0.17
1786,48.92,-5.59,1000.74,104.66,238,0.19,0.17
1788,49.04,-5.58,1000.73,104.78,237,0.19,0.17
1790,49.03,-5.60,1000.72,104.84,235,0.19,0.17
1792,49.17,-5.63,1000.76,104.55,239,0.19,0.17
1794,49.21,-5.64,1000.76,104.51,235,0.19,0.17
1796,49.19,-5.65,1000.75,104.60,239,0.19,0.17
1798,49.27,-5.66,1000.78,104.35,238,0.19,0.17
1800,49.29,-5.67,1000.77,104.46,235,0.19,0.17
1802,49.40,-5.69,1000.78,104.34,240,0.19,0.17
1804,49.37,-5.68,1000.74,104.72,245,0.20,0.18
1806,49.38,-5.67,1000.76,104.47,232,0.19,0.17
1808,49.29,-5.69,1000.76,104.48,238,0.19,0.17
1810,49.28,-5.67,1000.78,104.34,237,0.19,0.17
1812,49.22,-5.66,1000.73,104.73,239,0.19,0.17
1814,49.27,-5.66,1000.74,104.65,236,0.19,0.17
1816,49.20,-5.64,1000.77,104.39,237,0.19,0.17
1818,49.17,-5.68,1000.75,104.61,240,0.19,0.17
1821,49.10,-5.67,1000.73,104.80,240,0.19,0.17
1823,49.04,-5.63,1000.77,104.39,241,0.19,0.18
1825,48.97,-5.64,1000.76,104.51,244,0.20,0.18
1827,48.93,-5.63,1000.75,104.62,238,0.19,0.17
1829,48.97,-5.60,1000.70,104.99,241,0.19,0.18
1831,48.90,-5.60,1000.74,104.68,240,0.19,0.17
1833,48.96,-5.61,1000.76,104.55,232,0.19,0.17
1835,48.83,-5.63,1000.73,104.73,240,0.19,0.17
1837,48.72,-5.62,1000.73,104.79,237,0.19,0.17
1839,48.84,-5.63,1000.72,104.85,240,0.19,0.17
1841,48.86,-5.64,1000.74,104.72,237,0.19,0.17
1843,48.90,-5.60,1000.73,104.78,238,0.19,0.17
1845,48.90,-5.60,1000.76,104.51,240,0.19,0.17
1847,48.97,-5.60,1000.74,104.70,239,0.19,0.17
1849,49.01,-5.61,1000.74,104.70,240,0.19,0.17
1851,48.96,-5.63,1000.75,104.64,236,0.19,0.17
1853,48.52,-5.56,1000.71,104.93,236,0.19,0.17
1855,48.42,-5.53,1000.75,104.61,240,0.19,0.17
1857,48.54,-5.51,1000.72,104.85,240,0.19,0.17
1859,48.60,-5.45,1000.72,104.86,230,0.19,0.17
1861,48.63,-5.45,1000.73,104.80,239,0.19,0.17
1863,48.70,-5.45,1000.72,104.81,244,0.20,0.18
1865,48.74,-5.50,1000.70,105.00,240,0.19,0.17
1867,48.74,-5.38,1000.72,104.87,230,0.19,0.17
1869,48.75,-5.40,1000.70,105.00,240,0.19,0.17
1872,48.79,-5.41,1000.71,104.95,232,0.19,0.17
1874,48.55,-5.45,1000.72,104.82,240,0.19,0.17
1876,48.67,-5.47,1000.73,104.77,240,0.19,0.17
1878,48.51,-5.46,1000.71,104.92,236,0.19,0.17
1880,48.37,-5.46,1000.73,104.80,238,0.19,0.17
1882,48.37,-5.30,1000.72,104.88,240,0.19,0.17
1884,48.23,-5.39,1000.73,104.78,240,0.19,0.17
1886,48.20,-5.42,1000.73,104.78,240,0.19,0.17
1888,48.37,-5.43,1000.71,104.92,240,0.19,0.17
1890,48.28,-5.45,1000.72,104.84,240,0.19,0.17
1892,48.34,-5.44,1000.72,104.84,238,0.19,0.17
1894,48.42,-5.46,1000.76,104.54,237,0.19,0.17
1896,48.37,-5.45,1000.71,104.96,230,0.19,0.17
1898,48.45,-5.44,1000.72,104.83,242,0.20,0.18
1900,48.49,-5.45,1000.74,104.68,235,0.19,0.17
1902,48.53,-5.46,1000.73,104.80,235,0.19,0.17
1904,48.48,-5.48,1000.73,104.75,235,0.19,0.17
1906,48.63,-5.48,1000.73,104.79,237,0.19,0.17
1908,48.66,-5.49,1000.72,104.83,240,0.19,0.17
1910,48.51,-5.50,1000.69,105.10,229,0.18,0.16
1912,48.59,-5.47,1000.70,105.01,236,0.19,0.17
1914,48.39,-5.41,1000.71,104.94,238,0.19,0.17
1916,48.19,-5.33,1000.72,104.84,238,0.19,0.17
1918,48.15,-5.27,1000.74,104.67,240,0.19,0.17
1920,47.75,-5.08,1000.72,104.83,240,0.19,0.17
1923,47.38,-5.06,1000.75,104.59,239,0.19,0.17
1925,47.22,-5.03,1000.69,105.08,231,0.19,0.17
1927,46.94,-5.06,1000.66,105.35,238,0.19,0.17
1929,46.68,-5.00,1000.63,105.61,239,0.19,0.17
1931,46.63,-4.98,1000.68,105.18,237,0.19,0.17
1933,46.57,-4.93,1000.64,105.49,235,0.19,0.17
1935,46.56,-4.91,1000.65,105.44,235,0.19,0.17
1937,46.65,-4.94,1000.67,105.28,239,0.19,0.17
1939,46.81,-4.98,1000.65,105.41,239,0.19,0.17
1941,47.03,-5.03,1000.66,105.35,240,0.19,0.17
1943,47.26,-5.08,1000.65,105.48,239,0.19,0.17
1945,47.43,-5.08,1000.67,105.25,240,0.19,0.17
1947,47.56,-5.15,1000.69,105.12,240,0.19,0.17
1949,47.76,-5.22,1000.68,105.14,237,0.19,0.17
1951,47.89,-5.25,1000.69,105.08,238,0.19,0.17
1953,47.97,-5.30,1000.67,105.23,241,0.19,0.18
1955,48.06,-5.32,1000.71,104.95,240,0.19,0.17
1957,48.01,-5.31,1000.70,105.03,240,0.19,0.17
1959,48.15,-5.35,1000.72,104.83,240,0.19,0.17
1961,48.21,-5.33,1000.71,104.96,240,0.19,0.17
1963,48.23,-5.33,1000.69,105.07,240,0.19,0.17
1965,48.34,-5.33,1000.75,104.60,237,0.19,0.17
1967,48.30,-5.33,1000.71,104.95,240,0.19,0.17
1969,48.33,-5.34,1000.72,104.84,240,0.19,0.17
1972,48.39,-5.37,1000.72,104.81,240,0.19,0.17
1974,48.34,-5.36,1000.74,104.64,239,0.19,0.17
1976,48.27,-5.39,1000.72,104.81,239,0.19,0.17
1978,48.20,-5.37,1000.81,104.06,240,0.19,0.17
1980,48.19,-5.37,1000.79,104.26,240,0.19,0.17
1982,48.23,-5.41,1000.73,104.80,238,0.19,0.17
1984,48.13,-5.37,1000.71,104.91,239,0.19,0.17
1986,48.17,-5.40,1000.74,104.68,240,0.19,0.17
1988,48.25,-5.42,1000.79,104.27,238,0.19,0.17
1990,48.26,-5.42,1000.79,104.31,240,0.19,0.17
1992,48.35,-5.44,1000.76,104.48,242,0.20,0.18
1994,48.45,-5.41,1000.81,104.12,241,0.19,0.18
1996,48.50,-5.44,1000.78,104.38,240,0.19,0.17
1998,48.47,-5.45,1000.78,104.35,240,0.19,0.17
2000,48.50,-5.49,1000.76,104.55,240,0.19,0.17
2002,48.51,-5.46,1000.76,104.54,239,0.19,0.17
2004,48.53,-5.46,1000.74,104.74,240,0.19,0.17
2006,48.53,-5.50,1000.78,104.32,242,0.20,0.18
2008,48.45,-5.48,1000.74,104.72,240,0.19,0.17
2010,48.53,-5.45,1000.76,104.49,240,0.19,0.17
2012,48.62,-5.47,1000.74,104.64,240,0.19,0.17
2014,48.71,-5.52,1000.75,104.63,241,0.19,0.18
2016,48.62,-5.50,1000.74,104.66,241,0.19,0.18
2018,48.78,-5.52,1000.72,104.88,247,0.20,0.18
2020,48.81,-5.54,1000.73,104.77,241,0.19,0.18
2023,48.71,-5.53,1000.70,105.05,246,0.20,0.18
2025,48.80,-5.54,1000.70,104.99,240,0.19,0.17
2027,48.78,-5.55,1000.73,104.74,240,0.19,0.17
2029,48.88,-5.54,1000.75,104.61,243,0.20,0.18
2031,48.84,-5.53,1000.73,104.78,240,0.19,0.17
2033,48.76,-5.54,1000.76,104.49,243,0.20,0.18
2035,48.71,-5.49,1000.72,104.86,240,0.19,0.17
2037,48.53,-5.46,1000.77,104.46,239,0.19,0.17
2039,48.59,-5.46,1000.78,104.33,241,0.19,0.18
2041,48.49,-5.47,1000.73,104.73,242,0.20,0.18
2043,48.53,-5.46,1000.73,104.77,240,0.19,0.17
2045,48.49,-5.48,1000.76,104.54,243,0.20,0.18
2047,48.57,-5.49,1000.76,104.54,240,0.19,0.17
2049,48.60,-5.48,1000.71,104.92,240,0.19,0.17
2051,48.68,-5.52,1000.75,104.60,240,0.19,0.17
2053,48.60,-5.50,1000.74,104.69,241,0.19,0.18
2055,48.71,-5.49,1000.74,104.65,246,0.20,0.18
